Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
606,PPG,United States,15400000000.0,1300000000.0,16000000000.0,28300000000.0,Diversified Chemicals,1883,Michael H. McGarry,47300.0
607,Shimao Property Holdings,Hong Kong,13000000000.0,1300000000.0,55000000000.0,10200000000.0,Real Estate,2004,,9814.0
608,Sumitomo Electric,Japan,28700000000.0,1200000000.0,28400000000.0,10700000000.0,Auto & Truck Parts,1911,,255133.0
609,Formosa Chemicals,Taiwan,13500000000.0,1600000000.0,19200000000.0,20600000000.0,Specialized Chemicals,1965,,
610,Atlantia,Italy,6900000000.0,965000000.0,91200000000.0,21100000000.0,Other Transportation,1950,,29090.0
611,Kotak Mahindra Bank,India,6300000000.0,1000000000.0,50100000000.0,37900000000.0,Regional Banks,1985,Uday Kotak,50000.0
612,Tenaga Nasional,Malaysia,12500000000.0,923000000.0,37200000000.0,16700000000.0,Electric Utilities,1949,,35574.0
613,JD.com,China,69800000000.0,-361000000.0,30500000000.0,43600000000.0,Internet & Catalog Retail,1998,,178927.0
614,Wheelock,Hong Kong,6200000000.0,2200000000.0,75700000000.0,14500000000.0,Real Estate,1946,,12800.0
615,Western Digital,United States,19400000000.0,841000000.0,27900000000.0,16100000000.000002,Computer Storage Devices,1970,Stephen D. Milligan,71600.0
616,Industrial Bank of Korea,South Korea,11100000000.0,1600000000.0,259500000000.0,7300000000.0,Regional Banks,1961,,
617,Baxter International,United States,11100000000.0,1600000000.0,15600000000.0,38000000000.0,Medical Equipment & Supplies,1931,,50000.0
618,Dongfeng Motor Group,China,15900000000.0,2000000000.0,33000000000.0,9400000000.0,Auto & Truck Manufacturers,2001,,146843.0
619,Nintendo,Japan,10800000000.0,1600000000.0,16600000000.000002,36600000000.0,Recreational Products,1947,,5501.0
620,Aeon,Japan,77100000000.0,214000000.0,90300000000.0,15200000000.0,Food Retail,1926,,
621,Coca-Cola European Partners,United Kingdom,13600000000.0,1100000000.0,20800000000.0,24700000000.0,Beverages,2015,,23310.0
622,Vonovia,Germany,4800000000.0,2700000000.0,56500000000.0,25800000000.0,Construction Services,1998,,9757.0
623,Teck Resources,Canada,9700000000.0,2400000000.0,29000000000.0,14100000000.0,Diversified Metals & Mining,1915,,10000.0
624,Evonik,Germany,17700000000.0,1100000000.0,24700000000.0,14300000000.0,Specialized Chemicals,2006,,36201.0
625,TELUS,Canada,10900000000.0,1200000000.0,24200000000.0,22400000000.0,Telecommunications services,1990,,58000.0
626,RWE Group,Germany,24800000000.0,395000000.0,98300000000.0,15800000000.0,Electric Utilities,1898,,17748.0
627,Devon Energy,United States,11700000000.0,3100000000.0,19600000000.0,14700000000.0,Oil & Gas Operations,1971,David A. Hager,2900.0
628,Bharat Petroleum,India,36500000000.0,1400000000.0,18800000000.0,11300000000.0,Oil & Gas Operations,1928,,31309.0
629,Eversource Energy,United States,8400000000.0,1000000000.0,38200000000.0,22200000000.0,Electric Utilities,1966,James J. Judge,7998.0
630,Oneok,United States,12700000000.0,1200000000.0,18200000000.0,28500000000.0,Oil Services & Equipment,1906,Terry K. Spencer,2684.0
631,TD Ameritrade Holding,United States,5700000000.0,1800000000.0,37200000000.0,30000000000.0,Investment Services,1971,,9183.0
632,Siam Commercial Bank,Thailand,7100000000.0,1200000000.0,97900000000.0,13700000000.0,Regional Banks,1907,,
633,Edp-energias De Portugal,Portugal,18000000000.0,613000000.0,47600000000.0,14100000000.0,Electric Utilities,1976,,11657.0
634,Resona Holdings,Japan,7000000000.0,1600000000.0,537400000000.0,9700000000.0,Regional Banks,2001,Kazuhiro Higashi,16785.0
635,Sumitomo Realty,Japan,9100000000.0,1000000000.0,45500000000.0,17300000000.0,Real Estate,1949,,12934.0
636,Raiffeisen Bank International,Austria,8800000000.0,1400000000.0,160200000000.0,8900000000.0,Regional Banks,1927,Sergey Monin,49745.0
637,Daqin Railway,China,10800000000.0,2200000000.0,19300000000.0,18800000000.0,Railroads,2004,,97902.0
638,Idemitsu Kosan,Japan,39900000000.0,1100000000.0,27900000000.0,9200000000.0,Oil & Gas Operations,1911,,8955.0
639,Unibail-Rodamco,Netherlands,3200000000.0,1200000000.0,73800000000.0,40300000000.0,Real Estate,2018,,2012.0
640,Parker-Hannifin,United States,14500000000.0,1400000000.0,15300000000.0,24600000000.0,Other Industrial Equipment,1918,,57170.0
641,BOE Technology Group,China,14500000000.0,535000000.0,44300000000.0,20300000000.0,Electronics,1993,,68175.0
642,Nokia,Finland,26600000000.0,-402000000.0,46600000000.0,32299999999.999996,Communications Equipment,1865,,101731.0
643,Infosys,India,11600000000.0,2200000000.0,11900000000.0,45100000000.0,Computer Services,1981,,204107.0
644,Public Bank,Malaysia,5000000000.0,1400000000.0,101600000000.0,21000000000.0,Regional Banks,1966,,18721.0
645,Kao,Japan,13700000000.0,1400000000.0,13300000000.0,36200000000.0,Household/Personal Care,1887,Michitaka Sawada,33664.0
646,Mapfre,Spain,25200000000.0,624000000.0,70200000000.0,9200000000.0,Diversified Insurance,1933,,35390.0
647,Geely Automobile Holdings,Hong Kong,16100000000.000002,1900000000.0,13300000000.0,20900000000.0,Auto & Truck Manufacturers,1973,,52400.0
648,Siam Cement,Thailand,14800000000.0,1400000000.0,18100000000.0,17300000000.0,Specialized Chemicals,1913,,
649,Nan Ya Plastics,Taiwan,11000000000.0,1700000000.0,18600000000.0,19900000000.0,Diversified Chemicals,1958,,
650,PKN Orlen,Poland,30400000000.0,1600000000.0,17100000000.000002,11400000000.0,Oil & Gas Operations,1999,,20262.0
651,Naturgy Energy Group,Spain,28700000000.0,-3400000000.0,46400000000.0,27500000000.0,Natural Gas Utilities,1843,,12700.0
652,Kellogg,United States,13500000000.0,1300000000.0,17800000000.0,20100000000.0,Food Processing,1906,,34000.0
653,WEC Energy Group,United States,7700000000.0,1100000000.0,34400000000.0,24100000000.0,Electric Utilities,1981,Joseph Kevin Fletcher,7878.0
654,CNPC Capital,China,5400000000.0,1100000000.0,129800000000.00002,18900000000.0,Heavy Equipment,1920,,4116.0
655,Kyocera,Japan,14900000000.0,642000000.0,27500000000.0,22100000000.0,Electronics,1959,,
656,Telia,Sweden,9600000000.0,1200000000.0,28000000000.0,18700000000.0,Telecommunications services,1966,,23814.0
657,Eletrobrás,Brazil,6900000000.0,3600000000.0,46800000000.0,11100000000.0,Electric Utilities,1962,,17233.0
658,Guangzhou Automobile Group,China,10600000000.0,1700000000.0,19200000000.0,19300000000.0,Auto & Truck Manufacturers,1997,,94856.0
659,CIMB Group Holdings,Malaysia,6400000000.0,1400000000.0,129199999999.99998,11700000000.0,Regional Banks,1924,,36104.0
660,Prologis,United States,2900000000.0,1600000000.0,38400000000.0,46400000000.0,Real Estate,1993,,1617.0
661,Absa Group,South Africa,9700000000.0,1100000000.0,89600000000.0,9900000000.0,Major Banks,,,5000.0
662,Sodexo,France,24700000000.0,749000000.0,20200000000.0,16899999999.999998,Business & Personal Services,1966,,460663.0
663,Isbank,Turkey,15300000000.0,1500000000.0,105500000000.0,4600000000.0,Regional Banks,1924,,
664,Carrefour,France,91900000000.0,-663000000.0,54200000000.0,14700000000.0,Food Retail,1959,,363862.0
665,Republic Services,United States,10000000000.0,1000000000.0,21600000000.0,25400000000.0,Environmental & Waste,1996,Donald W. Slager,36000.0
666,Publicis Groupe,France,11700000000.0,1100000000.0,31000000000.0,13400000000.0,Advertising,1938,,75588.0
667,Porsche Automobil Holding,Germany,122000000.0,4099999999.9999995,38500000000.0,22200000000.0,Auto & Truck Manufacturers,1930,,935.0
668,D.R. Horton,United States,16300000000.0,1600000000.0,14500000000.0,17300000000.0,Construction Services,1978,,8437.0
669,Kasikornbank,Thailand,6000000000.0,1200000000.0,96900000000.0,14500000000.0,Regional Banks,1993,,34000.0
670,Capgemini,France,15600000000.0,861000000.0,18900000000.0,20900000000.0,Computer Services,1967,,211313.0
671,Ross Stores,United States,15000000000.0,1600000000.0,6200000000.0,36800000000.0,Apparel/Footwear Retail,1957,Barbara Rentler,88100.0
672,Deutsche Boerse,Germany,3700000000.0,972000000.0,180200000000.0,24200000000.0,Investment Services,1990,,5964.0
673,Grupo Aval,Colombia,11300000000.0,985000000.0,80000000000.0,9100000000.0,Investment Services,1994,,80565.0
674,Husky Energy,Canada,17100000000.000002,1100000000.0,26600000000.0,10900000000.0,Oil & Gas Operations,1938,,5157.0
675,CGN Power,China,7600000000.0,1300000000.0,54900000000.0,12600000000.0,Electric Utilities,2014,,18663.0
676,West Japan Railway,Japan,13700000000.0,904000000.0,28700000000.0,13900000000.0,Railroads,1987,,
677,Legend Holding,China,54100000000.0,668000000.0,81300000000.0,6500000000.0,Computer Hardware,1984,,75000.0
678,Nutrien,Canada,19600000000.0,80000000.0,45500000000.0,32299999999.999996,Oil & Gas Operations,2017,,20300.0
679,Activision Blizzard,United States,7500000000.0,1800000000.0,17800000000.0,34600000000.0,Recreational Products,1979,,9900.0
680,Toray Industries,Japan,21400000000.0,902000000.0,25300000000.0,11300000000.0,Diversified Chemicals,1926,,45762.0
681,Chubu Electric Power,Japan,27100000000.0,511000000.0,50600000000.0,10800000000.0,Electric Utilities,1951,,
682,China Tower Corp.,China,10900000000.0,400000000.0,45900000000.0,49400000000.0,,2014,,23371.0
683,Analog Devices,United States,6200000000.0,1600000000.0,21800000000.0,42300000000.0,Semiconductors,1965,Vincent T. Roche,15800.0
684,Grupa PZU,Poland,10400000000.0,888000000.0,87100000000.0,9600000000.0,Property & Casualty Insurance,1803,,43310.0
685,Viacom,United States,13000000000.0,1500000000.0,22700000000.0,12200000000.0,Broadcasting & Cable,1971,Robert Marc Bakish,10400.0
686,Fidelity National Information,United States,8400000000.0,847000000.0,23800000000.0,35800000000.0,Business & Personal Services,1968,Gary A. Norcross,47000.0
687,Sekisui House,Japan,19600000000.0,1200000000.0,22200000000.0,10900000000.0,Construction Services,1960,,24775.0
688,Akzo Nobel,Netherlands,10900000000.0,1000000000.0,21800000000.0,20200000000.0,Diversified Chemicals,1969,,34500.0
689,Huntington Bank,United States,5200000000.0,1400000000.0,108800000000.0,14300000000.0,Regional Banks,1866,,15693.0
690,WH Group,Hong Kong,22600000000.0,943000000.0,15300000000.0,17200000000.0,Food Processing,2006,,112000.0
691,Molson Coors Brewing,United States,10800000000.0,1100000000.0,30100000000.0,13300000000.0,Beverages,1786,Mark R. Hunter,17750.0
692,Haitong Securities,China,5800000000.0,792000000.0,83700000000.0,21800000000.0,Investment Services,1988,,10391.0
693,AES,United States,10700000000.0,1200000000.0,32500000000.0,11700000000.0,Electric Utilities,1981,Andrés Ricardo Gluski Weilert,19000.0
694,Tesla,United States,21500000000.0,-976000000.0,29700000000.0,47200000000.0,Auto & Truck Manufacturers,2003,Elon Reeve Musk,48817.0
695,Falabella,Chile,14400000000.0,745000000.0,22900000000.0,18300000000.0,Department Stores,1937,,100155.0
696,Fox,United States,10200000000.0,2200000000.0,13500000000.0,24100000000.0,,2015,,252196.0
697,Veolia Environnement,France,30600000000.0,440000000.0,43000000000.0,13100000000.0,Diversified Utilities,1995,,171495.0
698,Link REIT,Hong Kong,1300000000.0,5700000000.0,27500000000.0,24500000000.0,Real Estate,2005,,895.0
699,Lenovo Group,Hong Kong,50000000000.0,511000000.0,31300000000.0,11200000000.0,Computer Hardware,1984,,54000.0
700,Atlas Copco,Sweden,11000000000.0,2200000000.0,10900000000.0,36800000000.0,Other Industrial Equipment,1873,,36862.0
701,Suncorp Group,Australia,10300000000.0,640000000.0,69900000000.0,12600000000.0,Diversified Insurance,1902,,13300.0
702,All Nippon Airways,Japan,18600000000.0,885000000.0,23600000000.0,12000000000.0,Airline,1952,,
703,T&D Holdings,Japan,17600000000.0,731000000.0,141600000000.0,6800000000.0,Life & Health Insurance,2004,,12659.0
704,Lam Research,United States,10900000000.0,2900000000.0,10800000000.0,29700000000.0,Semiconductors,1980,,10900.0
705,Pioneer Natural Resources,United States,9400000000.0,974000000.0,19000000000.0,29500000000.0,,1997,Timothy Dove,3177.0
706,Vivendi,France,16399999999.999998,150000000.0,39300000000.0,37000000000.0,Telecommunications services,1853,,33200.0
707,VF,United States,13600000000.0,1400000000.0,10300000000.0,37800000000.0,Apparel/Accessories,1899,Steven E. Rendle,31000.0
708,Solvay,Belgium,13300000000.0,1000000000.0,25100000000.0,12800000000.0,Diversified Chemicals,1863,,24501.0
709,UPM-Kymmene,Finland,12400000000.0,1800000000.0,16000000000.0,15200000000.0,Paper & Paper Products,1978,,18978.0
710,Uniper,Germany,92200000000.0,-533000000.0,65900000000.00001,11200000000.0,Electric Utilities,1998,,11780.0
711,National Bank of Kuwait,Kuwait,4400000000.0,1200000000.0,90200000000.0,19900000000.0,Regional Banks,1952,,
712,Samba Financial Group,Saudi Arabia,2500000000.0,1500000000.0,61300000000.0,20700000000.0,Regional Banks,1980,,3497.0
713,China Southern Airlines,China,21700000000.0,463000000.0,36000000000.0,14800000000.0,Airline,1995,,100831.0
714,Nomura,Japan,16700000000.0,-712000000.0,411200000000.0,13000000000.0,Investment Services,1925,,15974.0
715,Reinsurance Group of America,United States,12900000000.0,716000000.0,64500000000.0,9500000000.0,Diversified Insurance,1973,Anna Manning,2767.0
716,Eiffage,France,19900000000.0,742000000.0,34700000000.0,9600000000.0,Construction Services,1920,,70400.0
717,Cardinal Health,United States,141900000000.0,-38000000.0,40500000000.0,13700000000.0,Pharmaceuticals,1971,Mike C. Kaufmann,50200.0
718,Crown Castle International,United States,5600000000.0,767000000.0,37800000000.0,51000000000.0,Telecommunications services,1994,Jay A. Brown,5000.0
719,Ericsson,Sweden,24100000000.0,-368000000.0,30300000000.0,33400000000.0,Communications Equipment,1953,,95359.0
720,Sumitomo Chemical,Japan,19800000000.0,1200000000.0,29800000000.0,8000000000.0,Diversified Chemicals,1913,,31837.0
721,Tokyo Electron,Japan,11900000000.0,2300000000.0,10700000000.0,26000000000.0,Semiconductors,1963,,
722,Willis Towers Watson,United Kingdom,8500000000.0,695000000.0,32400000000.0,22900000000.0,Diversified Insurance,2016,John J. Haley,43300.0
723,CBRE Group,United States,21300000000.0,1100000000.0,13500000000.0,17100000000.000002,Real Estate,1906,,90000.0
724,Essity Ab,Sweden,13600000000.0,906000000.0,17400000000.0,20000000000.0,Household/Personal Care,1929,,47700.0
725,Sandvik,Sweden,11500000000.0,1500000000.0,13300000000.0,23700000000.0,Other Industrial Equipment,1862,,41670.0
726,CSL,Australia,8199999999.999999,1800000000.0,11500000000.0,61700000000.0,Biotechs,2000,,22220.0
727,Credicorp,Peru,5300000000.0,1200000000.0,52600000000.0,18500000000.0,Regional Banks,1995,,33636.0
728,Riyad Bank,Saudi Arabia,2800000000.0,1300000000.0,61300000000.0,21500000000.0,Regional Banks,1957,,5973.0
729,London Stock Exchange,United Kingdom,2800000000.0,640000000.0,1073400000000.0001,22400000000.0,Investment Services,1802,,4587.0
730,Guotai Junan Securities,China,4000000000.0,1000000000.0,63600000000.0,25400000000.0,Major Banks,1999,,15236.0
731,DSM,Netherlands,10900000000.0,1300000000.0,15800000000.0,20300000000.0,Healthcare Services,1902,,20977.0
732,Bancolombia,Colombia,7200000000.0,899000000.0,67800000000.0,12500000000.0,Regional Banks,1945,,31040.0
733,Rolls-Royce Holdings,United Kingdom,21000000000.0,-3200000000.0,40600000000.0,22500000000.0,Aerospace & Defense,1904,,50000.0
734,Hong Kong Exchanges,Hong Kong,2000000000.0,1200000000.0,32700000000.000004,44300000000.0,Investment Services,2000,,1990.0
735,Otsuka Holding,Japan,11700000000.0,747000000.0,22600000000.0,19000000000.0,Pharmaceuticals,2008,,32935.0
736,Stanley Black & Decker,United States,14000000000.0,645000000.0,19400000000.0,22100000000.0,Household/Personal Care,1843,James M. Loree,60767.0
737,BYD,China,19200000000.0,410000000.0,28400000000.0,22700000000.0,Auto & Truck Manufacturers,1995,,220152.0
738,WestRock,United States,16700000000.0,910000000.0,30700000000.0,9100000000.0,Containers & Packaging,2015,Steven C. Voorhees,45100.0
739,CarMax,United States,18200000000.0,842000000.0,18700000000.0,12900000000.0,Specialty Stores,1993,Bill Nash,25946.0
740,Aptiv,Ireland,14400000000.0,1100000000.0,12500000000.0,23300000000.0,Auto & Truck Parts,2011,,143000.0
741,Axis Bank,India,9100000000.0,71000000.0,107900000000.0,28600000000.0,Regional Banks,1993,Amitabh Chaudhry,59614.0
742,CenturyLink,United States,23400000000.0,-1700000000.0,70300000000.0,13200000000.0,Telecommunications services,1968,Jeffrey K. Storey,45000.0
743,Fortive,United States,7200000000.0,2900000000.0,12900000000.0,29700000000.0,Electrical Equipment,2015,James A. Lico,24000.0
744,George Weston,Canada,37500000000.0,443000000.0,32100000000.0,11700000000.0,Food Retail,1882,,197000.0
745,Koç Holding,Turkey,29500000000.0,1100000000.0,23500000000.0,7400000000.0,Conglomerates,1926,,94111.0
746,Huaneng Power International,China,25400000000.0,235000000.0,58800000000.0,13700000000.0,Electric Utilities,1994,,57970.0
747,Isuzu Motors,Japan,19500000000.0,1000000000.0,18600000000.0,10500000000.0,Auto & Truck Manufacturers,1937,,35262.0
748,Telkom Indonesia,Indonesia,9400000000.0,1300000000.0,13800000000.0,27200000000.0,Telecommunications services,1884,,24065.0
749,China Energy Engineering,China,33799999999.999996,692000000.0,56700000000.0,3600000000.0,Construction Services,2014,,124503.0
750,Unipol Gruppo,Italy,16399999999.999998,833000000.0,87600000000.0,3700000000.0,Diversified Insurance,1961,,14188.0
